; matrix-scan  -quick -v 2 -m results/leaderboard/train/CHS/GABPA/THC_0866/peak-motifs-nopurge/clustered_motifs/matrix-clusters_aligned_logos/All_concatenated_motifs_trimmed-info_0.1.tf -matrix_format transfac -i data/leaderboard/train/CHS/GABPA/THC_0866_rand-loci.fa -seq_format fasta -bgfile bg_models/equiprobable_1str.tsv -bg_pseudo 0.01 -pseudo 1 -decimals 1 -2str -return sites -uth rank_pm 1 -n score
; Quick counting mode           
; Input files
;	data/leaderboard/train/CHS/GABPA/THC_0866_rand-loci.fa
;	bg_models/equiprobable_1str.tsv
; Matrix files
;	results/leaderboard/train/CHS/GABPA/THC_0866/peak-motifs-nopurge/clustered_motifs/matrix-clusters_aligned_logos/All_concatenated_motifs_trimmed-info_0.1.tf
; Sequence format      
; Pseudo counts        
; Background model
;	file
;
;	sensitive
;	0.01
;
;	a	0.25000
;	c	0.25000
;	g	0.25000
;	t	0.25000
; Thresholds	upper
;	NA	1    
; Output columns
;	seq_id
;	ft_type
;	ft_name
;	strand
;	start
;	end
;	sequence
;	weight
#seq_id	ft_name	strand	start	end	weight
randfragment_1038_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:91155306:91155607:D	cluster_1_node_2_3motifs	R	99	114	2.8
randfragment_1039_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:7829378:7829750:R	cluster_1_node_2_3motifs	.	0	0	-1000000.0
randfragment_1040_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000013.11:98396341:98396784:D	cluster_1_node_2_3motifs	R	6	21	4.1
randfragment_1041_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:98560056:98560402:R	cluster_1_node_2_3motifs	R	22	37	0.3
randfragment_1042_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:84684495:84684874:D	cluster_1_node_2_3motifs	R	112	127	4.2
randfragment_1043_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:136113513:136114276:R	cluster_1_node_2_3motifs	D	417	432	3.6
randfragment_1044_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:84077992:84078372:D	cluster_1_node_2_3motifs	D	292	307	4.6
randfragment_1045_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:134149167:134149670:D	cluster_1_node_2_3motifs	R	227	242	3.5
randfragment_1046_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:172290716:172291018:R	cluster_1_node_2_3motifs	D	56	71	0.6
randfragment_1047_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000024.10:39679601:39680246:R	cluster_1_node_2_3motifs	.	0	0	-1000000.0
randfragment_1048_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:124358084:124358357:D	cluster_1_node_2_3motifs	D	95	110	0.3
randfragment_1049_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:179750828:179751100:D	cluster_1_node_2_3motifs	R	87	102	8.4
randfragment_1050_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:142783149:142783521:D	cluster_1_node_2_3motifs	D	141	156	0.7
randfragment_1051_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:34016137:34016488:D	cluster_1_node_2_3motifs	R	225	240	5.0
randfragment_1052_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000022.11:19803076:19803384:D	cluster_1_node_2_3motifs	R	124	139	5.1
randfragment_1053_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:66710416:66710715:R	cluster_1_node_2_3motifs	R	47	62	4.5
randfragment_1054_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:63312672:63313064:R	cluster_1_node_2_3motifs	R	31	46	2.6
randfragment_1055_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000024.10:5486972:5487460:D	cluster_1_node_2_3motifs	D	379	394	2.9
randfragment_1056_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:77759656:77760153:R	cluster_1_node_2_3motifs	R	162	177	3.2
randfragment_1057_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:14734626:14734930:R	cluster_1_node_2_3motifs	R	14	29	2.1
randfragment_1058_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:11349470:11349847:D	cluster_1_node_2_3motifs	D	315	330	0.3
randfragment_1059_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:89756179:89756558:R	cluster_1_node_2_3motifs	R	180	195	3.4
randfragment_1060_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000013.11:65402696:65403060:R	cluster_1_node_2_3motifs	R	73	88	-0.3
randfragment_1061_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:112617382:112617653:R	cluster_1_node_2_3motifs	D	184	199	1.0
randfragment_1062_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:70752521:70752941:D	cluster_1_node_2_3motifs	D	188	203	1.3
randfragment_1063_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000021.9:22994534:22995131:R	cluster_1_node_2_3motifs	D	442	457	2.9
randfragment_1064_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:118321296:118322167:R	cluster_1_node_2_3motifs	R	773	788	5.4
randfragment_1065_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:117883524:117884049:D	cluster_1_node_2_3motifs	D	503	518	5.3
randfragment_1066_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:9563156:9564304:R	cluster_1_node_2_3motifs	.	0	0	-1000000.0
randfragment_1067_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:147488114:147488610:D	cluster_1_node_2_3motifs	R	143	158	4.4
randfragment_1068_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000014.9:52404937:52405324:R	cluster_1_node_2_3motifs	D	77	92	0.1
randfragment_1069_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:170179990:170180433:D	cluster_1_node_2_3motifs	D	18	33	5.4
randfragment_1070_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:115241562:115242168:D	cluster_1_node_2_3motifs	R	565	580	5.4
randfragment_1071_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:50307886:50308285:D	cluster_1_node_2_3motifs	D	286	301	1.8
randfragment_1072_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:156898376:156898811:D	cluster_1_node_2_3motifs	D	393	408	2.7
randfragment_1073_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:70164834:70165317:R	cluster_1_node_2_3motifs	D	423	438	3.5
randfragment_1074_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:20570361:20570908:R	cluster_1_node_2_3motifs	D	335	350	2.5
randfragment_1075_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000013.11:45081274:45081901:D	cluster_1_node_2_3motifs	R	19	34	3.6
randfragment_1076_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:78881179:78881496:D	cluster_1_node_2_3motifs	D	169	184	2.0
randfragment_1077_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:58922029:58922363:D	cluster_1_node_2_3motifs	D	149	164	2.3
randfragment_1078_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000014.9:17298254:17298914:D	cluster_1_node_2_3motifs	R	154	169	8.4
randfragment_1079_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:88337312:88337903:R	cluster_1_node_2_3motifs	R	8	23	4.6
randfragment_1080_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:58572255:58572543:R	cluster_1_node_2_3motifs	R	111	126	2.6
randfragment_1081_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:51955139:51955562:R	cluster_1_node_2_3motifs	R	315	330	4.0
randfragment_1082_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:117927119:117927628:D	cluster_1_node_2_3motifs	R	347	362	4.9
randfragment_1083_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:72852501:72852773:D	cluster_1_node_2_3motifs	R	235	250	1.9
randfragment_1084_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000021.9:2000545:2001210:D	cluster_1_node_2_3motifs	.	0	0	-1000000.0
randfragment_1085_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:100963553:100963962:R	cluster_1_node_2_3motifs	D	387	402	5.6
randfragment_1086_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:27460343:27460730:R	cluster_1_node_2_3motifs	R	372	387	0.7
randfragment_1087_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:56023159:56023717:D	cluster_1_node_2_3motifs	R	195	210	0.9
randfragment_1088_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:181813070:181813390:D	cluster_1_node_2_3motifs	D	67	82	2.3
randfragment_1089_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:71711237:71712154:R	cluster_1_node_2_3motifs	D	90	105	10.7
randfragment_1090_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:171373816:171374089:R	cluster_1_node_2_3motifs	D	2	17	3.4
randfragment_1091_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:96838793:96839177:D	cluster_1_node_2_3motifs	R	303	318	0.9
randfragment_1092_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:115087410:115087794:R	cluster_1_node_2_3motifs	R	342	357	4.0
randfragment_1093_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:6106491:6107165:R	cluster_1_node_2_3motifs	D	190	205	2.8
randfragment_1094_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:49946908:49947232:D	cluster_1_node_2_3motifs	D	179	194	0.2
randfragment_1095_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:64041341:64041914:R	cluster_1_node_2_3motifs	R	182	197	4.1
randfragment_1096_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:175715755:175716239:R	cluster_1_node_2_3motifs	R	100	115	2.5
randfragment_1097_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:100702448:100702853:R	cluster_1_node_2_3motifs	R	386	401	3.4
randfragment_1098_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NT_187513.1:1031:1300:R	cluster_1_node_2_3motifs	R	86	101	1.2
randfragment_1099_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:130103001:130103362:R	cluster_1_node_2_3motifs	D	177	192	3.7
randfragment_1100_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000022.11:8265795:8266385:R	cluster_1_node_2_3motifs	.	0	0	-1000000.0
randfragment_1101_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:41990843:41991366:R	cluster_1_node_2_3motifs	R	234	249	0.1
randfragment_1102_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:16832632:16833126:R	cluster_1_node_2_3motifs	.	0	0	-1000000.0
randfragment_1103_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:10572185:10572569:D	cluster_1_node_2_3motifs	D	359	374	4.8
randfragment_1104_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:145637039:145637586:D	cluster_1_node_2_3motifs	D	90	105	3.1
randfragment_1105_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:130748899:130749435:D	cluster_1_node_2_3motifs	D	121	136	1.2
randfragment_1106_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:101655786:101656217:D	cluster_1_node_2_3motifs	D	46	61	4.2
randfragment_1107_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:114754699:114755150:R	cluster_1_node_2_3motifs	D	417	432	2.6
randfragment_1108_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000016.10:62259685:62260077:D	cluster_1_node_2_3motifs	D	197	212	4.3
randfragment_1109_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:59901134:59901639:D	cluster_1_node_2_3motifs	R	76	91	2.2
randfragment_1110_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000016.10:15994366:15994767:D	cluster_1_node_2_3motifs	D	211	226	5.6
randfragment_1111_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NT_187693.1:1053323:1053644:D	cluster_1_node_2_3motifs	D	83	98	7.9
randfragment_1112_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NW_019805496.1:236754:237357:D	cluster_1_node_2_3motifs	R	536	551	4.4
randfragment_1113_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:34267850:34268331:R	cluster_1_node_2_3motifs	R	349	364	3.8
randfragment_1114_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000020.11:32761273:32761577:D	cluster_1_node_2_3motifs	D	24	39	4.5
randfragment_1115_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:73570483:73570800:D	cluster_1_node_2_3motifs	R	182	197	2.2
randfragment_1116_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000019.10:6218637:6219086:R	cluster_1_node_2_3motifs	D	213	228	3.7
randfragment_1117_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:118285352:118285687:D	cluster_1_node_2_3motifs	R	176	191	1.7
randfragment_1118_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:46925394:46926015:R	cluster_1_node_2_3motifs	D	517	532	4.4
randfragment_1119_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000020.11:3652479:3652866:R	cluster_1_node_2_3motifs	D	186	201	2.0
randfragment_1120_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:129031259:129031836:R	cluster_1_node_2_3motifs	R	2	17	4.5
randfragment_1121_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:93454228:93454706:R	cluster_1_node_2_3motifs	D	224	239	1.4
randfragment_1122_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NW_003315965.1:64688:65508:R	cluster_1_node_2_3motifs	R	695	710	2.8
randfragment_1123_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000022.11:17175691:17176080:D	cluster_1_node_2_3motifs	D	242	257	4.2
randfragment_1124_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:80944926:80945366:R	cluster_1_node_2_3motifs	D	196	211	1.2
randfragment_1125_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:94274709:94275270:D	cluster_1_node_2_3motifs	R	390	405	3.9
randfragment_1126_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:73152560:73153003:D	cluster_1_node_2_3motifs	D	123	138	3.8
randfragment_1127_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:186844395:186844967:R	cluster_1_node_2_3motifs	D	481	496	6.6
randfragment_1128_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:127493891:127494445:R	cluster_1_node_2_3motifs	R	426	441	3.6
randfragment_1129_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000017.11:9030706:9031201:R	cluster_1_node_2_3motifs	D	252	267	3.1
randfragment_1130_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:41764591:41764956:D	cluster_1_node_2_3motifs	D	72	87	4.2
randfragment_1131_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:139822268:139822636:R	cluster_1_node_2_3motifs	D	81	96	4.8
randfragment_1132_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:110807704:110807990:R	cluster_1_node_2_3motifs	R	97	112	1.0
randfragment_1133_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000014.9:25331303:25331614:R	cluster_1_node_2_3motifs	D	83	98	-0.4
randfragment_1134_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:3340698:3341025:D	cluster_1_node_2_3motifs	R	282	297	0.9
randfragment_1135_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:100551349:100551946:R	cluster_1_node_2_3motifs	R	401	416	3.9
randfragment_1136_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:25005128:25005525:R	cluster_1_node_2_3motifs	R	380	395	3.4
randfragment_1137_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:32496406:32496857:R	cluster_1_node_2_3motifs	D	153	168	2.3
randfragment_1138_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:110552798:110553228:R	cluster_1_node_2_3motifs	D	269	284	1.9
randfragment_1139_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:71794152:71794624:R	cluster_1_node_2_3motifs	R	382	397	1.7
randfragment_1140_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:22893478:22893940:D	cluster_1_node_2_3motifs	D	415	430	2.9
randfragment_1141_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:183833513:183833829:R	cluster_1_node_2_3motifs	R	46	61	4.2
randfragment_1142_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:42276582:42277025:R	cluster_1_node_2_3motifs	D	9	24	4.6
randfragment_1143_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:84131771:84132137:R	cluster_1_node_2_3motifs	R	34	49	2.1
randfragment_1144_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000020.11:59030990:59031285:R	cluster_1_node_2_3motifs	D	161	176	8.1
randfragment_1145_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000018.10:9032869:9033249:R	cluster_1_node_2_3motifs	D	182	197	5.6
randfragment_1146_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:100646874:100647831:R	cluster_1_node_2_3motifs	D	525	540	6.9
randfragment_1147_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:126744537:126744978:D	cluster_1_node_2_3motifs	R	34	49	6.5
randfragment_1148_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:128721154:128722375:D	cluster_1_node_2_3motifs	.	0	0	-1000000.0
randfragment_1149_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000018.10:66096231:66097019:D	cluster_1_node_2_3motifs	R	598	613	1.4
randfragment_1150_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:83378578:83379102:R	cluster_1_node_2_3motifs	D	267	282	0.3
randfragment_1151_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:47832831:47833395:D	cluster_1_node_2_3motifs	R	264	279	2.0
randfragment_1152_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:81584696:81584996:R	cluster_1_node_2_3motifs	D	27	42	1.9
randfragment_1153_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:16981051:16981390:D	cluster_1_node_2_3motifs	.	0	0	-1000000.0
randfragment_1154_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000021.9:29976514:29976818:D	cluster_1_node_2_3motifs	D	173	188	-1.0
randfragment_1155_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000024.10:35351326:35351693:R	cluster_1_node_2_3motifs	.	0	0	-1000000.0
randfragment_1156_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:37484724:37485127:D	cluster_1_node_2_3motifs	D	26	41	5.3
randfragment_1157_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:124931857:124932287:R	cluster_1_node_2_3motifs	D	127	142	1.3
randfragment_1158_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000013.11:67822420:67822834:D	cluster_1_node_2_3motifs	R	121	136	0.7
randfragment_1159_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:99526505:99527074:D	cluster_1_node_2_3motifs	D	554	569	6.5
randfragment_1160_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:56986876:56987507:D	cluster_1_node_2_3motifs	R	522	537	2.3
randfragment_1161_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:42369312:42369760:R	cluster_1_node_2_3motifs	R	44	59	6.5
randfragment_1162_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:20572706:20572996:R	cluster_1_node_2_3motifs	D	24	39	3.1
randfragment_1163_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:170050955:170051364:D	cluster_1_node_2_3motifs	R	300	315	2.2
randfragment_1164_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:43422365:43422855:D	cluster_1_node_2_3motifs	R	147	162	1.6
randfragment_1165_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:51049556:51050032:R	cluster_1_node_2_3motifs	D	87	102	5.9
randfragment_1166_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:97490446:97490799:D	cluster_1_node_2_3motifs	D	212	227	2.1
randfragment_1167_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:68359591:68359913:R	cluster_1_node_2_3motifs	D	59	74	5.3
randfragment_1168_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:133684972:133685446:R	cluster_1_node_2_3motifs	D	84	99	2.7
randfragment_1169_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NW_016107302.1:97474:97878:D	cluster_1_node_2_3motifs	R	91	106	5.3
randfragment_1170_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:59919303:59920366:D	cluster_1_node_2_3motifs	D	464	479	2.5
randfragment_1171_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000017.11:43667192:43667518:D	cluster_1_node_2_3motifs	R	231	246	1.4
randfragment_1172_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NT_113796.3:4769:5166:D	cluster_1_node_2_3motifs	D	341	356	5.0
randfragment_1173_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:211338638:211338981:R	cluster_1_node_2_3motifs	R	260	275	5.2
randfragment_1174_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:9922975:9923347:R	cluster_1_node_2_3motifs	R	20	35	1.9
randfragment_1175_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000017.11:45194516:45195071:R	cluster_1_node_2_3motifs	D	514	529	4.4
randfragment_1176_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:56868945:56869449:R	cluster_1_node_2_3motifs	D	169	184	2.6
randfragment_1177_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:105976823:105977715:D	cluster_1_node_2_3motifs	R	708	723	5.0
randfragment_1178_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:27491562:27491989:R	cluster_1_node_2_3motifs	D	388	403	3.4
randfragment_1179_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:111777878:111778215:R	cluster_1_node_2_3motifs	D	26	41	0.2
randfragment_1180_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:17425658:17426051:R	cluster_1_node_2_3motifs	R	248	263	2.6
randfragment_1181_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:60492336:60492766:D	cluster_1_node_2_3motifs	R	390	405	3.6
randfragment_1182_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:123778263:123778632:R	cluster_1_node_2_3motifs	D	77	92	4.2
randfragment_1183_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000021.9:45626646:45627194:D	cluster_1_node_2_3motifs	D	192	207	0.9
randfragment_1184_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:80909607:80910344:R	cluster_1_node_2_3motifs	R	655	670	2.3
randfragment_1185_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:44504300:44504971:D	cluster_1_node_2_3motifs	R	266	281	5.9
randfragment_1186_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:27366016:27366584:R	cluster_1_node_2_3motifs	R	466	481	6.2
randfragment_1187_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:133745347:133745957:D	cluster_1_node_2_3motifs	.	0	0	-1000000.0
randfragment_1188_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:179376089:179376585:D	cluster_1_node_2_3motifs	R	466	481	4.6
randfragment_1189_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000021.9:43507983:43508502:D	cluster_1_node_2_3motifs	R	315	330	5.5
randfragment_1190_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:56323040:56323313:D	cluster_1_node_2_3motifs	R	115	130	0.4
randfragment_1191_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:47794504:47795259:R	cluster_1_node_2_3motifs	R	375	390	4.8
randfragment_1192_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:106598201:106598580:R	cluster_1_node_2_3motifs	D	218	233	1.4
randfragment_1193_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:94874171:94874650:D	cluster_1_node_2_3motifs	R	414	429	4.3
randfragment_1194_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:78028560:78029529:D	cluster_1_node_2_3motifs	R	182	197	2.7
randfragment_1195_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NT_167246.2:2808848:2809620:D	cluster_1_node_2_3motifs	D	646	661	2.9
randfragment_1196_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000013.11:101996754:101997382:R	cluster_1_node_2_3motifs	R	276	291	3.9
randfragment_1197_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000017.11:71800617:71800989:D	cluster_1_node_2_3motifs	R	33	48	2.8
randfragment_1198_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000016.10:46579898:46580444:D	cluster_1_node_2_3motifs	R	148	163	2.8
randfragment_1199_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000017.11:59393782:59394720:D	cluster_1_node_2_3motifs	D	654	669	5.8
randfragment_1200_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:16140955:16141422:D	cluster_1_node_2_3motifs	R	337	352	4.5
randfragment_1201_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:82763139:82763546:R	cluster_1_node_2_3motifs	D	243	258	2.4
randfragment_1202_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:124549513:124550170:D	cluster_1_node_2_3motifs	R	422	437	0.2
randfragment_1203_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:121030077:121030515:R	cluster_1_node_2_3motifs	R	131	146	5.8
randfragment_1204_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000022.11:37335885:37336251:D	cluster_1_node_2_3motifs	D	151	166	4.4
randfragment_1205_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:28258498:28258991:D	cluster_1_node_2_3motifs	D	146	161	6.3
randfragment_1206_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000014.9:12781476:12781904:R	cluster_1_node_2_3motifs	.	0	0	-1000000.0
